[2025-11-16 15:01:40] local.DEBUG: [vite] server connection lost. Polling for restart... {"url":"http://127.0.0.1:8000/","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36","timestamp":"2025-11-16T15:01:39.815Z"} 
[2025-11-16 15:09:55] local.INFO: %cDownload the React DevTools for a better development experience: https://reactjs.org/link/react-devtools font-weight:bold {"url":"http://127.0.0.1:8000/","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36","timestamp":"2025-11-16T15:09:55.031Z"} 
